chat_id,name,created_at
871027550,jdnc,2023-02-11 18:52:04.681435
871027550,python,2023-02-13 17:07:29.788761
871027550,python,2023-02-13 17:09:37.307414
871027550,python,2023-02-13 17:19:54.759155
871027550,python,2023-02-13 17:20:38.941075
